Bug ID,chunk
38412,"Product: Platform
Component: UI
Severity: major
Priority: P3
Summary: [Actions] Navigator tree cell editors too small
Resolution: FIXED"
89926,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Checking the ""Set Input Handler"" box clears the default ""java.library.path""
Resolution: FIXED"
340640,"Product: PDE
Component: UI
Severity: major
Priority: P3
Summary: Manifest Editor unstable in 3.7
Resolution: FIXED"
152794,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: ConcurrentModificationException disposing consoles from Ant UI test suite
Resolution: FIXED"
37451,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: XDOCtasks.xml does not need to be included in binary plugin
Resolution: FIXED"
7735,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Enhancement Request: double-click stack trace to reach source
Resolution: FIXED"
11997,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: IllegalArgumentException in ManageWatchpointAction
Resolution: FIXED"
66835,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Deleting a package with CUs opened and dirty results in stale package explorer [refactoring]
Resolution: FIXED"
94766,"Product: JDT
Component: Text
Severity: trivial
Priority: P3
Summary: [nls tooling] NLS: when switching to new Eclipse mode the common prefix should change
Resolution: FIXED"
24100,"Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: LaunchConfigurationWorkingSetPage.setSelection should work without container being set
Resolution: FIXED"
1741,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Scrapbook actions missing from context menu (1GKZ2C1)
Resolution: FIXED"
115321,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [clean up] Qualify with 'this' does not generate a 'this' if more then 350 warnings in a CU
Resolution: FIXED"
189672,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [junit] JUnit container source attachment broken for 3.8.2
Resolution: FIXED"
29236,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: AntView tests & Ant editor tests
Resolution: FIXED"
285750,"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: [Widgets] Combo - No selection event when selection changed with keyboard
Resolution: FIXED"
51609,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: Not all interfaces shown in Type Hierarchy
Resolution: FIXED"
376329,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: Arrow keys in quick access dialog also move carat in search box
Resolution: FIXED"
251629,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: Adding JUnit by quick fix throws IAE
Resolution: FIXED"
427391,"Product: PDE
Component: API Tools
Severity: normal
Priority: P3
Summary: Change format on save options to reduce gratuitous changes in patches
Resolution: FIXED"
60676,"Product: Platform
Component: UI
Severity: minor
Priority: P2
Summary: [Keybindings]  Ctrl+a to select all text in the Find/Replace window does not work
Resolution: FIXED"
300648,"Product: JDT
Component: Text
Severity: major
Priority: P3
Summary: [implementation] Java Editor scrolls around when I expand selection
Resolution: FIXED"
397209,"Product: Platform
Component: Releng
Severity: normal
Priority: P2
Summary: org.eclipse.sdk.examples.source version is not matching its feature.xml
Resolution: FIXED"
50230,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: Paste omits a character
Resolution: FIXED"
49853,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Persist size of ""add step filter"" dialog
Resolution: FIXED"
70493,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Possible NPE in ViewTabCursorManager
Resolution: FIXED"
65351,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Breakpoint migration from 2.1 to 3.0
Resolution: FIXED"
119581,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: EE preference page flags bogus errors and does not save.
Resolution: FIXED"
139859,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: selection lost while traversing tree
Resolution: FIXED"
69623,"Product: JDT
Component: Text
Severity: enhancement
Priority: P2
Summary: [hovering] Show why there's no Javadoc
Resolution: FIXED"
64930,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [Progress] Strange build behaviour when autobuild is off and workspace locked
Resolution: FIXED"
4077,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: JDK1.4 - Assertions - text coloring should deal with 'assert' (1GHS3A3)
Resolution: FIXED"
140564,"Product: Platform
Component: Resources
Severity: major
Priority: P2
Summary: When deleting 10.000 files eclipse freezes
Resolution: FIXED"
82573,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: formatting stack traces from Ant/java output
Resolution: FIXED"
198437,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: EMPTY_STRING constant not used
Resolution: FIXED"
3947,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: cannot drag and drop source folders (1GF7OQL)
Resolution: FIXED"
197951,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [pull up] selecting members triggers a long operation
Resolution: FIXED"
70002,"Product: Platform
Component: Text
Severity: critical
Priority: P2
Summary: [implementation] NPE while opening the first java editor
Resolution: FIXED"
89566,"Product: JDT
Component: Debug
Severity: critical
Priority: P2
Summary: Searching for installed JREs broken
Resolution: FIXED"
1569,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Would like to inspect from the context of an inspect result (1GDKNZ7)
Resolution: FIXED"
46127,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Annoying IOException in the error log
Resolution: FIXED"
120533,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: strange name for unresolved JRE
Resolution: FIXED"
307175,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Filtering in Error Log view is voodoo
Resolution: FIXED"
39713,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Ant build not triggered on second save
Resolution: FIXED"
55306,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Incorrect schema for org.eclipse.ant.core.extraClasspathEntries
Resolution: FIXED"
72232,"Product: Platform
Component: UI
Severity: enhancement
Priority: P1
Summary: [Keys] Indicate sort order on Keys > View page
Resolution: FIXED"
66712,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [Workbench] IWorkbenchWindow.getShell() should not return null
Resolution: FIXED"
42984,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: No way to set working directory, VM args for Ant processes
Resolution: FIXED"
34745,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Incoming changes get in twice
Resolution: FIXED"
287009,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: Inner Annotation Checks are Missing
Resolution: FIXED"
48747,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Specify Ant logger argument then build fails
Resolution: FIXED"
125540,"Product: Platform
Component: UI
Severity: enhancement
Priority: P1
Summary: Add IBindingService to all of the sites
Resolution: FIXED"
102876,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [code manipulation] Generated method comment @see tag is not valid while overriding method
Resolution: FIXED"
65205,"Product: Platform
Component: Compare
Severity: normal
Priority: P3
Summary: Compare editor doesn't update correctly while scrolling
Resolution: FIXED"
17086,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: Emacs: problems with mark
Resolution: FIXED"
57140,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Ant launching and the prelaunch checks
Resolution: FIXED"
20884,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: breakpoint properties dialog help context id
Resolution: FIXED"
11982,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Logging exceptions
Resolution: FIXED"
54654,"Product: Platform
Component: UI
Severity: normal
Priority: P1
Summary: [KeyBindings] Edit in place in the navigator does not support the delete key
Resolution: FIXED"
4084,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Open on decl/rec type bug
Resolution: FIXED"
327443,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Open from Clipboard action should not care about line breaks and other whitespace
Resolution: FIXED"
38270,"Product: Platform
Component: Update  (deprecated - use RT>Equinox>p2)
Severity: normal
Priority: P3
Summary: [new UI] Part 3,B2: Bogus is not grayed out, XYZ is checked in the Optional Features page
Resolution: WORKSFORME"
385379,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [CSS] Provide the editor ID as a CSS class
Resolution: FIXED"
5822,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P2
Summary: Customizable run/debug profiles
Resolution: FIXED"
116232,"Product: JDT
Component: UI
Severity: enhancement
Priority: P3
Summary: [clean up] clean up: add 'use enhanced for loop when possible'
Resolution: FIXED"
64745,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: User waiting dialog won't go away - had to kill Eclipse.
Resolution: FIXED"
33870,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: The build.properties for org.eclipse.ant.tests.core is incorrect
Resolution: FIXED"
169023,"Product: Platform
Component: UI
Severity: enhancement
Priority: P3
Summary: [WorkingSets] ""Add to working set"" drop down should include a ""new working set"" option
Resolution: FIXED"
312872,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: NPE having enabled Error on ""Missing project specific Java compiler settings""
Resolution: FIXED"
386807,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: OptionalMessageDialog must not use CANCEL
Resolution: FIXED"
79180,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [Viewers] TableViewer virtual manager may not handle programmatic scrolling
Resolution: FIXED"
18070,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: NullPointerException during build
Resolution: DUPLICATE"
95844,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Contributions] Unsafe setRedraw() in ToolbarManager.update
Resolution: FIXED"
125071,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: [Commands] request: command-ify update actions in org.eclipse.ui.ide
Resolution: FIXED"
264680,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [JFace] Using StyledString.setStyle to insert styles erases remaining styles
Resolution: FIXED"
105767,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Javadoc missing from IRuntimeClasspathEntry entries
Resolution: FIXED"
4353,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Exception while creating new Template
Resolution: FIXED"
139024,"Product: Platform
Component: Debug
Severity: trivial
Priority: P3
Summary: Ant JRE tab has clipped widgets on the bottom
Resolution: FIXED"
66867,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: icon allignment
Resolution: FIXED"
49579,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Adapt to the marker annotation changes
Resolution: FIXED"
24984,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [About] Linux-motif traversal skipping buttons in About Dialog
Resolution: INVALID"
139818,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: [api] Allow extending the Javadoc export wizard
Resolution: FIXED"
267659,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: [target] editor needs a way to collapse all content...
Resolution: FIXED"
26870,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Incorrect interpretation of command line
Resolution: FIXED"
1689,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Debugger selects incorrect stack frame after HCR (1GIQ56J)
Resolution: FIXED"
168153,"Product: Platform
Component: UI
Severity: enhancement
Priority: P3
Summary: [DataBinding] Simplify the management of the default Realm
Resolution: FIXED"
368646,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: [rename] rejects LocalVariable with initializer
Resolution: FIXED"
400758,"Product: Platform
Component: Releng
Severity: major
Priority: P2
Summary: [CBI] proceedOnError if compile errors
Resolution: FIXED"
19412,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: more than one JRE on classpath
Resolution: FIXED"
57851,"Product: Platform
Component: UI
Severity: critical
Priority: P1
Summary: [Progress] NPE in WorkbenchSiteProgressService
Resolution: FIXED"
1601,"Product: JDT
Component: Debug
Severity: minor
Priority: P1
Summary: Displaying a variable appends to same line (1GENIVH)
Resolution: FIXED"
17071,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: Emacs: Ctrl+Z should Scroll Up
Resolution: FIXED"
185170,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [working sets] New wizards started off working sets have wrong init values
Resolution: FIXED"
96921,"Product: Platform
Component: Ant
Severity: trivial
Priority: P3
Summary: Trailing Space  after property values
Resolution: FIXED"
394650,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Cannot open context help with launch config or type selected in any launch configuration dialog
Resolution: FIXED"
138493,"Product: Platform
Component: Team
Severity: major
Priority: P1
Summary: (NeedsApproval)Exception in synchronize view
Resolution: FIXED"
361327,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: Static import resolution does not record all static elements being imported
Resolution: FIXED"
46436,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: [typing] String constant split/auto-indent leaves carriage returns in file
Resolution: FIXED"
17583,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Can't remove break point
Resolution: FIXED"
13085,"Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: DebugActionGroups cannot handle two actions with same ID in views
Resolution: FIXED"
37648,"Product: Platform
Component: Compare
Severity: normal
Priority: P3
Summary: Exceptions after one of the compare viewer inputs got deleted
Resolution: FIXED"
17957,"Product: JDT
Component: UI
Severity: major
Priority: P1
Summary: Missing string in Members view
Resolution: FIXED"
172728,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P3
Summary: [detail pane] detail panes should be available in inspect popup
Resolution: FIXED"
89591,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: ContainerCheckedTreeViewer can be deleted
Resolution: FIXED"
243347,"Product: Platform
Component: IDE
Severity: minor
Priority: P3
Summary: [Wizards] TarFile should not throw NPE in finalize()
Resolution: FIXED"
10929,"Product: JDT
Component: UI
Severity: normal
Priority: P1
Summary: All types cache is flushed to frequently
Resolution: FIXED"
16385,"Product: JDT
Component: UI
Severity: enhancement
Priority: P2
Summary: Filters should have a description in addition to a name
Resolution: FIXED"
389158,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: setSelection(..., true) on virtual table viewer does not set keyboard focus on the element
Resolution: FIXED"
27072,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [ActionSets] SelectionListenerAction allocates 2 * ArrayList(10) everytime selection changes
Resolution: FIXED"
34998,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Move instance method refactoring: target type selection issue[refactoring]
Resolution: FIXED"
432847,"Product: Platform
Component: UI
Severity: critical
Priority: P1
Summary: [Contributions] Duplicate view toolbar buttons; menu enablement problems in Git Repositories view
Resolution: FIXED"
9655,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: open type/open exception - should be consistent w.r.t. empty entry
Resolution: FIXED"
71050,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Progress] Progress of a Job doesn't reflect correctly in Progress Monitor View
Resolution: FIXED"
93262,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Workbench] [Tests] Need regression tests for XMLMemento
Resolution: FIXED"
24390,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Welcome] Ctrl+Tab should tab out of the welcome page
Resolution: FIXED"
208263,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: [ast rewrite] performance problems with lots of changes
Resolution: FIXED"
24179,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [About] Drag select in Welcome editor causes link  to open
Resolution: FIXED"
91889,"Product: JDT
Component: Debug
Severity: critical
Priority: P1
Summary: top frame not selected when monitor added to stack
Resolution: FIXED"
268966,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Import binary plug-ins does not update source attachment when replacing existing non-jared plug-ins
Resolution: FIXED"
130751,"Product: Platform
Component: Ant
Severity: major
Priority: P3
Summary: NPE creating build.xml file
Resolution: FIXED"
188313,"Product: JDT
Component: UI
Severity: trivial
Priority: P3
Summary: [preferences] dialog font not used in clean up dialog
Resolution: FIXED"
10200,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Need menu options to edit launch configurations
Resolution: FIXED"
256409,"Product: PDE
Component: UI
Severity: enhancement
Priority: P3
Summary: PDE Spy should show type of selection
Resolution: FIXED"
25933,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: After adding a parent folder, no longer able to add sub folder to classpath.
Resolution: FIXED"
24821,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P2
Summary: [Key Bindings] Provide debug action definitions
Resolution: FIXED"
60927,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: notifyResult(...) in OpenLaunchDialogAction
Resolution: FIXED"
37248,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Make org.eclipse.ant.tests.ui part of the build
Resolution: FIXED"
125005,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: renaming a project prompts for deleting launch configs
Resolution: FIXED"
45061,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: [launching] LaunchHistory is serialized 9 times on preference change
Resolution: FIXED"
37173,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: VariableSelectionDialog needs a key listener
Resolution: FIXED"
82987,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: 3.1 M4 can cause overview ruler to disappear forever
Resolution: FIXED"
354465,"Product: Platform
Component: UI
Severity: minor
Priority: P3
Summary: Don't override FORMAT Locale (was: Should only set default locale if there are indeed NL extensions)
Resolution: FIXED"
17922,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: ClassCastException on rename temp
Resolution: FIXED"
89493,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [build path] Per-project settings should be called Project-specific settings [preference]
Resolution: FIXED"
95988,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: javac error linking not working
Resolution: FIXED"
63700,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Javadoc problem with project/package formatting
Resolution: FIXED"
58662,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: System Jobs showing in progress viewers
Resolution: FIXED"
175248,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Variables view escapes Strings twice (too many \)
Resolution: FIXED"
182324,"Product: Platform
Component: Debug
Severity: minor
Priority: P3
Summary: [launching] When launching a project with errors the warning dialog title says ""Errors in Project{0}""
Resolution: FIXED"
81398,"Product: JDT
Component: UI
Severity: enhancement
Priority: P3
Summary: [quick fix] Switch to 5.0 quick fix should change jre as well
Resolution: FIXED"
17321,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Problem in Installed JREs preferences
Resolution: FIXED"
232496,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Exception with Javadoc view linked to selection and closed project
Resolution: FIXED"
9501,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Hidden watchpoint support
Resolution: FIXED"
112553,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: ConcurrentModificationException in BreakpointManager
Resolution: FIXED"
205248,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Databinding] Observables on Text with FOCUS_OUT event incorrectly notify with no change
Resolution: FIXED"
89487,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: NPE in PropertyAndPreferencePage.updateLinkVisibility
Resolution: FIXED"
219204,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: [clean up] Remove static accesses through instances may remove code with side-effects
Resolution: FIXED"
24751,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: AppletLauncher should allow other classes of appletviewer to be used
Resolution: FIXED"
3329,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: Specification for IJavaElementDelta needed (1GHVW5M)
Resolution: FIXED"
134833,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Thread Change events not handled properly
Resolution: FIXED"
15162,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: Assertion failure during shutdown
Resolution: FIXED"
338450,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Compatibility] List of recently opened editors not persisted across workbench restarts
Resolution: FIXED"
11147,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: No content assist between left paren and string  literal
Resolution: FIXED"
57598,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Remove ""New Scrapbook Page"" toolbar button
Resolution: FIXED"
125462,"Product: Platform
Component: Text
Severity: normal
Priority: P2
Summary: [api][javadoc] Finalize API
Resolution: FIXED"
218553,"Product: Platform
Component: UI
Severity: trivial
Priority: P3
Summary: [JFace] mis-spelling of their in applyDialogFont(...)
Resolution: FIXED"
81621,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Viewers] AssertionFailedException when navigating virtual tables
Resolution: FIXED"
85732,"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: getClientArea() cause Shell to be resized to its initial size
Resolution: FIXED"
26750,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P2
Summary: ""Run with..."" dialog for AntView
Resolution: FIXED"
95912,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: ClassCircularityError during startup
Resolution: FIXED"
60305,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Layout problems on the Environment tab
Resolution: FIXED"
351272,"Product: Platform
Component: User Assistance
Severity: normal
Priority: P3
Summary: [Help][Index] Keyword Index: Blank line after parent nodes that link a help page
Resolution: FIXED"
62558,"Product: Platform
Component: SWT
Severity: minor
Priority: P1
Summary: Null Pointer when opening Folder in File>Open External File
Resolution: FIXED"
74948,"Product: Platform
Component: Text
Severity: major
Priority: P2
Summary: Exception when cutting a method
Resolution: FIXED"
191951,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: NPE when attempt to set build location to workspace_loc:<Any rse location>
Resolution: FIXED"
16218,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Asked to save changes when none
Resolution: FIXED"
33117,"Product: Platform
Component: Ant
Severity: major
Priority: P2
Summary: ClassCastException with tasks using Xerces
Resolution: FIXED"
115203,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Graphics] Splash screen with version number
Resolution: FIXED"
206752,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [OLE] Error when opening not SQL files
Resolution: FIXED"
325258,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: [type hierarchy] Improve label rendering in Type Hierarchy
Resolution: FIXED"
32787,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: AssertionFailedException selecting error node in AntEditor outline
Resolution: FIXED"
133701,"Product: Platform
Component: CVS
Severity: normal
Priority: P2
Summary: [Model Sync] Need a sorter for model providers
Resolution: FIXED"
227877,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P2
Summary: [launch] RelaunchLastAction should *not* be internal
Resolution: FIXED"
313385,"Product: PDE
Component: UI
Severity: trivial
Priority: P3
Summary: Plug-ins view: change mnemonic in Import As from I to m
Resolution: FIXED"
400276,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: Errors when removing or moving multiple parts from/between stacks
Resolution: FIXED"
229022,"Product: Platform
Component: UI
Severity: major
Priority: P3
Summary: [Progress] Display#getShells returns disposed shell
Resolution: FIXED"
215320,"Product: JDT
Component: Core
Severity: major
Priority: P3
Summary: Javadoc contents retrieval doesn't support proxy connections
Resolution: DUPLICATE"
205451,"Product: PDE
Component: UI
Severity: trivial
Priority: P3
Summary: Plugin Manifest editor's ""Add"" button on extension page places dialog in wrong place
Resolution: FIXED"
178643,"Product: Platform
Component: UI
Severity: major
Priority: P3
Summary: [DataBinding] ValueBinding does not remove model/target listeners on dispose
Resolution: FIXED"
81631,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] Preferences dialog not layouted properly
Resolution: FIXED"
4050,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Externalize Strings: Checks keys even if not used (1GGZ0PC)
Resolution: FIXED"
61221,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: No progress dialog when prompted to wait for build
Resolution: FIXED"
47668,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Exclude exception location
Resolution: FIXED"
464359,"Product: Platform
Component: PMC
Severity: enhancement
Priority: P3
Summary: Mars plan update 3
Resolution: FIXED"
95297,"Product: Platform
Component: Ant
Severity: minor
Priority: P3
Summary: Ant export filter: Export also JUnit tests
Resolution: FIXED"
44856,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: errors in label update
Resolution: FIXED"
141324,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: NPE in JDIDebugTarget.getRootThreadGroups()
Resolution: FIXED"
15988,"Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: ArrayIndexOutOfBoundsException in config reselection
Resolution: FIXED"
162517,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: [model] concurrent access to HashMap
Resolution: FIXED"
406014,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Change keybindings in RCP Mail template
Resolution: FIXED"
15835,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Scrap book does not work
Resolution: FIXED"
61723,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: NPE when opening GetterSetterDialog
Resolution: FIXED"
24131,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P3
Summary: Ability to debug ANT buildfile in some type of ANT debugger
Resolution: FIXED"
106091,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Code assist for eval in context of an array
Resolution: FIXED"
349540,"Product: PDE
Component: UI
Severity: minor
Priority: P3
Summary: Missing character in string
Resolution: FIXED"
433830,"Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: Part's background color is wrong
Resolution: FIXED"
11053,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Launch view too optimistic on source lookup
Resolution: FIXED"
381605,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: comparator shows ""class is different""
Resolution: FIXED"
340641,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: Autocomplete / content assist require internet connection
Resolution: INVALID"
66049,"Product: Platform
Component: Text
Severity: normal
Priority: P2
Summary: NPE when attempting to paste
Resolution: FIXED"
429754,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [CSS] Update the 'e4 default' theme with the 'active.noFocus' state
Resolution: FIXED"
89835,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: NPE getting Logical structure
Resolution: FIXED"
329002,"Product: Platform
Component: IDE
Severity: normal
Priority: P2
Summary: Load hidden Problems views on workbench start
Resolution: FIXED"
12027,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Breakpoints requests are not created for interfaces
Resolution: FIXED"
115099,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Adapt Package explore tor new working set API isSelfUpdating
Resolution: FIXED"
343475,"Product: JDT
Component: Core
Severity: minor
Priority: P3
Summary: [1.7] Compiler warning for invalid type inside switch needs to be improved
Resolution: FIXED"
249498,"Product: Platform
Component: UI
Severity: enhancement
Priority: P3
Summary: [Wizards] Increase size of Help Icon on wizards
Resolution: FIXED"
432347,"Product: PDE
Component: API Tools
Severity: normal
Priority: P3
Summary: asm.tree needs to be added to pde feature
Resolution: FIXED"
70929,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Workbench] TVT3.0:  Java Search Hover has extra mnemonic
Resolution: FIXED"
66498,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: ProgressMonitorJobsDialog should not sync exec using parent shell
Resolution: FIXED"
